,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
210,arvind-gupta-143ab0106,C Python Programming Language MySQL Leadership Project Management Microsoft Excel Management SolidWorks MATLAB Customer Relationship Management CRM NX CAD CNC Programming Manufacturing Engineering CNC Manufacturing                                      ,"BTech - Bachelor of Technology, Mechanical Engineering Ajay kumar garg engineering college", , ,Data Engineer Wipro,Project Engineer Wipro,Scientific Officer ELEKTRO LABS,Vice Chairperson SAEINDIA Collegiate Club AKGEC,Data Engineer,1
211,neruka-bangamuwage-173889189,Java JavaScript Python Programming Language MySQL AngularJS Bootstrap SQL Web Development python Linux HTML WordPress Scala Databases C Programming Language Programming java C Flutter Scrum R C Pandas Software NumPy NET Framework Kotlin Joomla                         ,Bachelor of Computer Science University of Colombo School of Computing,"Dip, English Britishway English Academy", Deiyandara National school,Data Engineer Dialog Axiata PLC,Sales Assistant Keells, , ,Data Engineer,1
212,juanmbriones,Git Linux C MongoDB Python R Django Analtico Ingeniera informtica                                           ,"B.S. in Computer Science , Engineering Tecnológico de Monterrey","Certification, Data Science Bedu", CBTIS 122,MLOps Engineer & Data Engineer NEORIS,Data Science Intern NEORIS,Twitter University #FirstFlightSpring program Twitter, ,MLOps Engineer & Data Engineer,1
213,preethameranki,Java C JavaScript Python Programming Language MySQL SQL Linux HTML Big Data Analytics Machine Learning Data Analysis Databases C Programming Language Programming Microsoft Office Teamwork Leadership C Microsoft Excel Data Mining Data Visualization Data Science Data Analytics PowerPoint Tableau Matlab Analytical Skills Research Business Analysis R Programming Language SAS Programming DevOps SAS MATLAB Matplotlib NumPy Financial Analysis Oracle Database RDBMS Seaborn PLSQL Business Analytics Finance JAVA MS Office Folium      ,"Master of Science (M.S.), Computer Science University of California, Riverside","Bachelor of Engineering (B.E.), Computer Science University College Of Engineering Osmania","Central Board of Secondary Education, Computer Science The Millennium School",Data Engineer Facebook,Senior Data Analyst VajraSoft Inc.,Business Analyst GlobalMind Technologies,Analytics Junior VajraSoft Inc.,Data Engineer,1
214,danielrothmann,SQL Machine Learning Software Development Programming C Deep Learning API Development Python Natural Language Processing NLP Data Science Computer Vision Google Cloud Platform GCP TensorFlow PyTorch Keras Big Data Agile Methodologies Amazon Web Services AWS Cloud Development C NoSQL Neural Networks Jupyter UnityD Signal Processing Test Driven Development Terraform Software Architecture Virtual Reality VR AWS Step Functions Sound Design Audio Programming                    ,"Master of Science - MS, Information Technology (Audio Design) Aarhus University","Bachelor’s Degree, Media & Sonic Communication Sonic College", ,Senior Data Engineer Kanda,Machine Learning Engineer The LEGO Group,Machine Learning Engineer Kanda,Guest Lecturer Aarhus University,Senior Data Engineer,1
215,saheb-singh7,Python Programming Language SQL HTML Microsoft Word Big Data Analytics Machine Learning Data Analysis Scala C Programming Language Microsoft Office Teamwork Leadership C Microsoft Excel Microsoft PowerPoint Deep Learning Data Structures Data Mining Natural Language Processing NLP Statistics Data Visualization Data Science Data Analytics Predictive Modeling R Artificial Neural Networks Tableau Computer Vision Artificial Intelligence AI Microsoft SQL Server Analytics Business Analysis Machine Learning Algorithms Apache Spark TensorFlow Keras SAS Programming Big Data Amazon Web Services AWS SAS Pandas Software NumPy ScikitLearn Neural Networks Convolutional Neural Networks CNN Business Analytics Visual Analytics Data Warehouse Architecture SAS Visual Analytics MSSQL  ,"M.S. degree, Applied Data Science Syracuse University","Bachelor of Technology, Computer Science Vellore Institute of Technology", ,Data Engineer Uplift Inc.,Liquidity Management Intern  BGC Partners,Data Scientist Graduate Assistant Syracuse University,Microsoft Student Ambassador Microsoft,Data Engineer,1
216,rahul-jhamtani-08aa0b139,Java Python Programming Language Git Machine Learning Data Analysis Microsoft Azure Adobe Photoshop Adobe Premiere Pro Adobe Illustrator Data Structures Data Science Hadoop Hive HBase Yarn Apache Spark PySpark Cloud Computing Extract Transform Load ETL Shell Scripting HiveQL Core Java Azure Data Factory SQL Azure Jira UnityD Azure Databricks Bitbucket Apache Sqoop Snowflake Azure DevOps Adobe Creative Suite Azure Cosmos DB Apache NiFi Apache Impala Azure Functions RunDeck StreamSets Data Build Tool dbt           ,"Bachelor of Engineering, Computer Science Oriental Institute of Science & Technology, Thakral Nagar, Opp Patel Nagar, Raisen Road, Bhopal-462021", , ,"Associate Data Engineer phData, Inc.", , , ,Associate Data Engineer,1
217,mvadood,Java MySQL SQL Linux HTML Machine Learning Programming Computer Science Python Algorithms Unified Modeling Language UML ElasticSearch Hadoop Microsoft SQL Server Big Data Software Engineering C Web Services Spark NoSQL UML Neoj Social Network Analysis Graph Databases Redis RabbitMQ Orientdb Agentbased Modeling                        ,"Master's degree, Computer Software Engineering University of Tehran","Bachelor Of Computer Engineering, Software Engineering Iran University of Science and Technology", ,Senior Data Engineer Brolly - Connections Covered,Data and Software Engineer Diamond Smart Epayment,Software Engineer Saman Kish,Software Developer EhSAA Corp,Senior Data Engineer,1
218,shivanshumathur,Java JavaScript HTML Cascading Style Sheets CSS Web Development Leadership Public Speaking C Project Management Data Visualization Data Science Google Cloud Platform GCP Time Management Communication Entrepreneurship                                     ,"Bachelor in Technology, Computer Science and Engineering Lovely Professional University", , ,Data Engineer NEC Corporation,Trainee NEC Corporation,Software Engineer Intern XenonStack,Summer Intern NEC Corporation,Data Engineer,1
219,toannhu,Java Python Programming Language PHP MySQL AngularJS SQL Git Data Engineering Scala C ObjectOriented Programming OOP Expressjs Software Documentation Google Cloud Platform GCP Apache Spark Ubuntu MapReduce Amazon Web Services AWS Apache Kafka Spring Boot Kubernetes Flask Docker Microservices SQLite Google Cloud Platform Cassandra Apache Flink Google BigQuery Javascript Go Programming Language Nginx Apache Hive Grafana Redis Continuous Integration and Continuous Delivery CICD NodeJs Apache Hadoop Flink ReactRedux Systems Design HTMLCSS Apache HBase Apache Thrift gRPC Apache Parquet Jetty Prometheusio    ,"Bachelor of Engineering - BE, Computer Science Ho Chi Minh City University of Technology", , ,Senior Data Engineer TIKI Corporation,Data Engineer TIKI Corporation,Data Engineer Zalo,Zalo Fresher Zalo,Senior Data Engineer,1
220,suganthan-sivananthan,JavaScript PHP MySQL SQL Web Development Laravel Git Linux Data Engineering Machine Learning Python Natural Language Processing NLP Google Cloud Platform GCP Amazon Web Services AWS Django jQuery Web Scraping AWS Lambda Semantic Web Google BigQuery AWS CloudFormation                               ,"B.Sc (Hons) in IT, Information Technology University of Moratuwa","General and Higher Studies , Physical Sciences Stream J/Nelliady Central College", ,Senior Data Engineer BlackSwan Technologies,Data Engineer BlackSwan Technologies,Software Engineer travcal,Software Engineer Slice Pvt Ltd,Senior Data Engineer,1
221,dag-stockstad-a610525,Java JavaScript MySQL XML SQL Git Linux Databases CSS MongoDB Python Hadoop Hive HBase Apache Spark Ubuntu Apache Shell Scripting MapReduce Amazon Web Services AWS Django Networking jQuery Web Services NoSQL JSON Amazon EC PostgreSQL Database Design Solr Cassandra REST Ruby on Rails Nagios TCPIP Virtualization DNS RedHat CentOS Xen System Monitoring High Availability Amazon Web Services SNMP RPM       ,Unix/Linux System Administrator Jensen Education,Cisco/UNIX Networking NTI-skolan, Kärrtorps gymnasium,Senior Data Engineer Workhuman,AWS DevOps Engineer Genomics Medicine Ireland,AWS DevOps Engineer (contract) Genomics Medicine Ireland,Data Engineer Intercom,Senior Data Engineer,1
222,sajivini-nagendran-0a09141a9,JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS AngularJS Nodejs Web Development Git Machine Learning Problem Solving English Microsoft Office Teamwork Leadership ObjectOriented Programming OOP Reactjs MongoDB Data Science Tableau Critical Thinking Research Presentation Skills Microsoft Power BI Communication Web Design REST APIs Internet of Things IoT SharePoint Continuous Integration and Continuous Delivery CICD C                     ,"bachelor's , Computer science University of Westminster","Biology, General Highlands college Hatton",Diploma in Information Technology ESOFT Metro Campus,Junior Associate Data Engineer  MAS Holdings,Software Engineer MAS Holdings, , ,Junior Associate Data Engineer ,1
223,dilusha-gayan-b15296184,Python Programming Language MySQL SQL HTML Big Data Analytics Machine Learning Data Analysis java Deep Learning Programming Languages Natural Language Processing NLP Data Visualization Predictive Modeling Image Processing Statistical Data Analysis Computer Vision Artificial Intelligence AI Microsoft Power BI Machine Learning Algorithms R Programming Language Business Intelligence BI TensorFlow Keras Data Modeling Amazon Web Services AWS Data Warehousing Neural Networks Business Intelligence Tools Convolutional Neural Networks CNN Azure Data Factory Text Mining Solr Internet of Things IoT Scheme                  ,"Data Science, Information Technology SLIIT", , ,Associate Data Engineer Sri lankan Airlines- USA,Data Analyst KPMG Sri Lanka,Data Analyst Wisewel™, ,Associate Data Engineer,1
224,diwyangi-vithana-a7b9a4196,Java Python Programming Language MySQL SQL MongoDB R Microsoft SQL Server RStudio Eclipse Visual Studio SQL Server Reporting Services SSRS Oracle Database SQL Server Management Studio SQL Server Integration Services SSIS SQL Server Analysis Services SSAS Talend Open Studio Microsoft Visual Studio Code                                   ,"BSc (Hons) in Information Technology ,  Data Science SLIIT", Dharmapala Vidyalaya Pannipitiya," Ruhunu Vijayaba Vidyalaya ,Beliatta",Data Engineer  Cloud Solutions International, , , ,Data Engineer ,1
225,yash-gupta-bb3a3a13b,C JavaScript Python Programming Language HTML Cascading Style Sheets CSS Machine Learning English Photography C Python Data Structures Algorithms Data Mining Statistics Data Visualization Data Science Statistical Data Analysis Artificial Intelligence AI Anaconda Research Artificial Intelligence Jupyter Statistical Analysis Supervised Learning Event Management ML Spyder Web Content Writing Machine learning Travel Photography Online Gaming AI Dota Csgo Machine Learning through Python Repel                ,"Bachelor's degree, Computer Science Gyan Ganga Institute of Technology Sciences", , ,Data Engineer Swaraj Wealth,Data Scientist BYJU'S (Think & Learn Pvt. Ltd.), , ,Data Engineer,1
226,kaseypasqualini,JavaScript HTML Cascading Style Sheets CSS Nodejs SQL Web Development python Git HTML Microsoft Word Software Development Programming Editing Microsoft Office Leadership Public Speaking MongoDB Microsoft Excel Microsoft PowerPoint Customer Service Expressjs Critical Thinking Research Time Management jQuery Web Scraping Social Media Facebook Blockchain Event Planning Higher Education Ruby on Rails Program Development git Javascript Ruby Ethereum Training Regular Expressions Data Entry Administration Community Outreach Student Affairs Press Releases Nonprofits JavaScript Libraries solidity     ,"Master's, Criminal Justice: Terrorism, Mediation, and Peace Walden University","Bachelor of Arts and Science, Criminal Justice University of Wisconsin-Parkside","Probation Officer Certification , Criminal Justice and Corrections Tallahassee Community College",Data Engineer GovSpend, Data Acquisition Specialist SmartProcure,Army United States Army,Probation Officer Florida Department of Corrections,Data Engineer,1
227,vinh-phan,Python Programming Language Big Data Analytics Machine Learning Data Analysis Microsoft Azure Databases Leadership Project Management Python Data Mining Hadoop R Research Management Google Cloud Platform GCP Apache Spark Amazon Web Services AWS Apache Spark Streaming Apache Kafka Data Warehousing SQL Server Integration Services SSIS Data Wrangling AWS Lambda Amazon Redshift Java Web Services Data Warehouse Architecture GCP Data Engineer                         ,"Master of Data Science, Advanced Data Analytics Stream Monash University","Bachelor's degree, Information Technology John von Neumann Institute - Vietnam National University HCM", ,Senior Data Engineer Capgemini,Data Engineer Data-Driven,Data Engineer ANZ,Teaching Assistant Monash University,Senior Data Engineer,1
228,ss0612,Java Python Programming Language SQL Linux HTML Data Engineering Microsoft Azure MongoDB Data Visualization Data Science Hadoop Hive HBase Yarn Tableau Pycharm Anaconda Microsoft Power BI Apache Spark Big Data Shell Scripting Amazon Web Services AWS Apache Spark Streaming Apache Kafka Data Warehousing HiveQL Windows Eclipse Jupyter Cassandra Tomcat Apache Sqoop Business Insights Apache Flume Teradata Apache Oozie OLAP Apache ZooKeeper Intellj Open Database Connectivity ODBC            ,"Master's degree, Data Science University of North Texas","Bachelor's degree, Electronics and Communications Engineering Jawaharlal Nehru Technological University", ,Data Engineer AT&T,Big Data / Hadoop Developer Symantec,"Big Data Developer Aviall, A Boeing Company",Data Analyst ValueLabs,Data Engineer,1
229,hoducninh,Python Programming Language SQL Git Microsoft Excel R                                               ,"Master’s Degree, Financial Mathematics HEC Liège", , ,Data Engineer TEKO Việt Nam,Senior Data Scientist Techcombank (TCB),Data Scientist Vietnam Prosperity Bank - VPBank, ,Data Engineer,1
230,deema-wattegedara,Python Programming Language SQL Data Engineering Machine Learning Data Analysis Programming Microsoft Office Teamwork Leadership Arduino Matlab SolidWorks DevOps Digital Electronics Product Development Robotics Internet of Things IoT Research and Development RD OpenAPI Specification OAS Data Reporting                                ,"Master of Engineering - MEng, Electronics and Communications Engineering University of Wolverhampton",Mathematics Mahamaya Girls' College, ,Software Engineer - Data Wavenet,Research Fellowship MAS Holdings,R&D Engineering Trainee OREL Corporation, ,Software Engineer - Data,0
231,vinushan-selvaraj-49b329126,Python Programming Language MySQL SQL Linux Data Engineering Machine Learning Data Analysis Software Development Programming Microsoft Office C ObjectOriented Programming OOP Deep Learning Data Structures Algorithms Natural Language Processing NLP Data Visualization Data Science Predictive Modeling Artificial Intelligence AI Microsoft Power BI DevOps Docker Products Big Data Data Modeling Data Warehousing Containerization PostgreSQL Recommender Systems Cassandra Investments Web Analytics Apache Flink Business Analytics Finance Performance Dashboards Automation TransactSQL TSQL FinTech Capital Markets Apache Beam Online Analytical Processing Data Streaming Cryptocurrency        ,"Bachelor of Technology (B.Tech.), Electronics and Communications Engineering National Institute of Technology Warangal","High school, Science Green Park Matric. Hr. Sec. School - India",Middle School Green Park Matric. Hr. Sec. School - India,Senior Software Engineer (Data) hSenid Mobile Solutions (Pvt) Ltd,Software Engineer (Data) hSenid Mobile Solutions (Pvt) Ltd,Manager (Executive 2) Reliance Industries Limited,Graduate Engineering Trainee Reliance Industries Limited,Senior Software Engineer (Data),0
232,thilina-ranaweera-68627473,Java C JavaScript MySQL HTML Cascading Style Sheets CSS SQL Web Development HTML Microsoft Word Machine Learning Software Development Programming Microsoft Office java Teamwork Leadership Public Speaking C Project Management Microsoft Excel Microsoft PowerPoint Customer Service Python Data Analytics ElasticSearch PowerPoint R Artificial Neural Networks Research Management Microsoft Power BI Microsoft SQL Server Artificial Intelligence Android Development C Android QlikView ASPNET NET Digital Marketing Qlik Sense Logstash Kibana WPF Windows Mobile      ,"Bachelor of Science (BSc), Computer Software Engineering SLIIT", , ,Software Engineer-  Analytics Engineer(Data Analytics) Wiley,Software Engineer London Stock Exchange Group (LSEG),Software Engineering Trainee 99X Technology, ,Software Engineer-  Analytics Engineer(Data Analytics),0
233,akila-shashith,SQL Machine Learning English Python Statistics R Statistical Data Analysis Microsoft SQL Server Power BI C ASPNET MVC Apache Airflow SharePoint                                       ,"Bachelor’s Degree, Information Technology SLIIT", Richmond College, ,Software Engineer - Data Analytics and Insights Wiley Global Technology (Private) Limited,Data Analyst Veracity AI,Software Engineer IVA Technology ,Software Engineer Virtusa,Software Engineer - Data Analytics and Insights,0
234,nethmi-chethika-de-silva,Java MySQL python Data Analysis Microsoft Office Teamwork Statistics R Statistical Data Analysis Statistical Modeling Matlab Minitab SPSS Mathematics Mathematical Modeling Survey Design TORA Mathematical Programming Computational Mathematics Statistical Programming Multivariate Statistics Interpersonal Skills Academic Writing                             ,"B.Sc. in Industrial Statistics and Mathematical Finance, Mathematics and Statistics University of Colombo"," C.W.W.Kannangara Central College, Matugama, Srilanka", The Chartered Institute of Management Accountants,Software Engineer  - BigData and Data science  Zone24x7,Associate Software Engineer - BigData and Data Science  Zone24x7,Data Analyst ReapDigital, ,Software Engineer  - BigData and Data science ,0
235,neelotpalsinghgour,Python Programming Language SQL Microsoft Word C Programming Language C Microsoft Excel Microsoft PowerPoint Python R Tableau Extract Transform Load ETL Amazon Web Services AWS Amazon EC Amazon S Database Management System DBMS Raspberry Pi Internet of Things AWS Lambda AWS Glue Amazon Elastic MapReduce EMR Amazon SQS Amazon VPC AWS CloudFormation AWS Step Functions Amazon Relational Database Service RDS Amazon Simple Notification Service SNS Amazon CloudWatch Amazon Dynamodb AWS Identity and Access Management AWS IAM AWS Batch AWS ECR                   ,"Bachelor of Technology (B.Tech), Computer Science & Engneering Lovely Professional University","Higher Secondary, Mathematics, Physics, Chemistry, English, Hindi Scholar's Public Higher Secondary School","High School, Mathematics, Science, Social-Science, English, Hindi, Sanskrit Jesus Krist Model High School",Software Engineer 1 - Data Credit Saison India,Data Engineer DataGrokr,Data Engineer Intern DataGrokr,Technical Lead Student Research and Project Cell- DSW,Software Engineer 1 - Data,0
236,charith-de-mel-35216336,XML SQL Machine Learning Data Analysis Problem Solving Microsoft Office Microsoft Excel Microsoft PowerPoint Python Data Mining Statistics Data Visualization PowerPoint Statistical Data Analysis Statistical Modeling Minitab Microsoft SQL Server Mathematics Mathematical Modeling Operations Research Business Intelligence BI Power BI Visual Studio Simulations Azure Data Factory SQL Azure Weka SQL Server Integration Services SSIS Information Retrieval Optimization Visual Basic for Applications VBA DAX SAP Production Planning Lean Manufacturing AnyLogic                 ,"Bachelor of Science (BSc), Statistics and Operations Research University of Peradeniya","MSc in Computer Science, Data Science University of Moratuwa", ,Data Analytics Engineer Wiley,Business Application Consultant - Data Analytics  MAS Fabrics Pvt Ltd,Executive – Lean Enterprise Noyon Lanka Pvt Ltd ( MAS Fabrics ), ,Data Analytics Engineer,0
237,eric-xavier-0653241a,Python Programming Language SQL Data Engineering Big Data Analytics Machine Learning Data Analysis Microsoft Azure Leadership Team Leadership Data Visualization Data Analytics PowerPoint R Tableau Analytical Skills Microsoft Power BI Business Analysis Apache Spark Business Intelligence BI Big Data Cloud Computing Cloud Development Data Warehousing Communication Business Intelligence Tools Microsoft Azure Machine Learning Management Information Systems MIS Business Analytics Qlik Sense Geographic Information Systems GIS Data Management Reporting Analysis Database Queries Training Crystal Reports Enterprise Resource Planning ERP Business Process Mapping NoSQL OLAP Data Conversion Microsoft Applications Data Infrastructure          ,"MSc, Business Analytics Robert Gordon University","Bachelor of computer application, Information Technology Periyar University",A/L St Henry’s College Jaffna,Platform Engineer - Data Analytics & Insights Wiley,Business Intelligence Developer D Tech,IT Executive  Atlas Axillia,GIS Mappper Total Management Solutions,Platform Engineer - Data Analytics & Insights,0
238,eesara-bojitha-87273773,Java C JavaScript PHP MySQL XML SQL Linux HTML Microsoft Word Data Analysis English Programming Microsoft Office CSS Teamwork C Microsoft Excel Team Leadership PowerPoint Microsoft SQL Server Business Analysis Business Intelligence BI Oracle SQL Developer Extract Transform Load ETL Data Warehousing Software Engineering C OOP Windows Visual Studio OBIEE ASPNET Oracle Database Database Design PLSQL Unix Business Development DWH           ,"Bachelor of Science (BSc), Management Information System University College Dublin","Higher Diploma In Computer Based System Design, Diploma In Computer System Design National Institute Of Business Management","G.C.E Advance Level Examination, Business/Commerce, General Prince Of Wales College Moratuwa",Data Warehouse Engineer Sampath Information Technology Solution Ltd. (A Member of Sampath Bank Group),Associate Datawarehouse Engineer Sampath Information Technology Solution Ltd. (A Member of Sampath Bank Group),IT Intern Sampath Bank, ,Data Warehouse Engineer,0
239,charitha-gamage-36449987,Java C JavaScript MySQL Cascading Style Sheets CSS SQL Linux HTML Data Analysis Microsoft Azure Programming Microsoft Office CSS C Microsoft SQL Server Oracle SQL Developer Power BI Extract Transform Load ETL Data Modeling Shell Scripting ETL Tools Data Warehousing C Windows Visual Studio Ionic Framework Business Intelligence SQL Server Reporting Services SSRS ASPNET Azure Data Factory Oracle Database SQL Server Management Studio RDBMS Database Design SQL Server Integration Services SSIS PLSQL Data Migration C Language TransactSQL TSQL Data Integration Analysis Services OLAP Business Process Management Unix Shell Scripting Powershell Office Oracle Database Administration Oracle Enterprise Linux MultiDimensional eXpressions MDX data extraction  : 1,"Bachelor’s Degree, Information Technology SLIIT",Mathematics Rahula College, ,Senior Data Service Engineer IFS,Associate Consultant - Technology Virtusa,Engineer - Technology Virtusa, ,Senior Data Service Engineer,0
240,piratheepan-nadarajah,MySQL SQL WordPress C Programming Language Microsoft Office MongoDB Hadoop Hive HBase C NET Framework ASPNET MVC ASPNET ASPNET Core                                      ,"Master of Science , Business Analytics and Data Analytics INFORMATICS INSTITUTE OF INFORMATION TECHNOLOGY PRIVATE LIMITED","Higher Education Qualification, Information Technology BCS, The Chartered Institute for IT",Bachelor of Science - BSc Uva Wellassa University of Sri Lanka,Data Warehouse Engineer Mitra Innovation,Associate Software Engineer Techcube Ltd,Trainee Software Engineer SenzMate IoT Intelligence, ,Data Warehouse Engineer,0
241,madura-wanasingha-a1987559,Data Analysis Databases Microsoft Power BI Data Warehousing SQL Server Reporting Services SSRS ASPNET SQL Server Integration Services SSIS TransactSQL TSQL TSQL Stored Procedures                                           ,"Bachelor of Science (BSc), Computer Science University College Dublin", , ,Engineer - BI/Data Analytics Octopus BI - Sri Lanka,Software Engineer - Data Warehouse  Cargills Ceylon PLC,IT Executive Associate Swadeshi Industrial Work PLC ,Associate Software Engineer Sanje,Engineer - BI/Data Analytics,0
242,imesha-i,Java Microsoft Word C Programming Language Programming Microsoft Office Teamwork Project Management Microsoft PowerPoint Python Arduino Image Processing Matlab Analytical Skills Research Mathematics Programmable Logic Controller PLC PLC Programming MATLAB Writing Microcontrollers Simulink FieldProgrammable Gate Arrays FPGA Microsoft Project Technical Writing Volunteering                           ,"Bachelor's degree, Electrical and Electronics Engineering SLIIT"," Visakha Vidyalaya, Colombo 05", ,Associate Data QA Engineer Ceylon Solutions,Associate Pre-Sales Engineer Wavenet,Engineering Intern Mobitel (Pvt) Ltd,Intern JAT Technologies (Pvt) Ltd,Associate Data QA Engineer,0
243,damith-bandara-30421a146,MySQL Web Development HTML WordPress Photography Programming Microsoft Office CSS Project Management Microsoft Excel Team Management Microsoft SQL Server C Oracle Database PLSQL QuickBooks Dropshipper                                   ,"Bachelor of Science - BSc, Business Information Systems University of Sri Jayewardenepura","Professional , Web Developing Open University of Sri Lanka", Vidyadarsha Central College Nochchiyagama,Associate Data Warehouse Engineer Sampath Information Technology Solution Ltd. (A fully owned subsidiary of Sampath Bank PLC),Internship Trainee Sampath Bank,Data Entry Operator Ashok Furnishing(PVT) LTD., ,Associate Data Warehouse Engineer,0
244,tharindu-buddhika-64513a141,Java Python Programming Language MySQL SQL HTML Microsoft Word Machine Learning Microsoft Azure Microsoft Office java Microsoft PowerPoint BackEnd Web Development Team Management Microsoft Power BI Microsoft SQL Server Google Cloud Platform GCP Business Intelligence BI Amazon Web Services AWS Data Warehousing Android Development SQL Server Reporting Services SSRS Azure Data Factory SQL Azure Social Media Spring MVC SQL Server Management Studio SQL Server Integration Services SSIS SQL Server Analysis Services SSAS Azure DevOps TransactSQL TSQL DWBI tsql Data Cubes                   ,"Bachelor of Engineering (B.Eng.), Computer Software Engineering University of Westminster", , ,Data Warehouse Engineer Mitra Innovation,Data Warehouse Engineer Virtusa,Software and Web Developer RevPortX,Co-Founder CoffeeVibes,Data Warehouse Engineer,0
245,ashen-jayasinghe,Java JavaScript MySQL AngularJS Git Data Engineering Scala Problem Solving Reactjs MongoDB BackEnd Web Development Python Apache Spark Big Data Amazon Web Services AWS Apache Spark Streaming Apache Kafka Spring Framework Kubernetes Docker Microservices JBoss Application Server Apache Airflow Presto Ethereum ReactJS Apache NiFi NodeJs RESTful web services Camunda BPM Elastic Search Apache Hadoop Solidity webjs Technical Leadership MEAN Stack Web Development Distributed Tracing Java Ganache              ,"Bachelor of Science (Bsc), Computer Software Engineering SLIIT", Kingswood College Kandy, ,Lead Engineer - Big Data Digital Micro Services,Software Engineer - Java Digital Micro Services,Software Engineer Intern Digital Micro Services, ,Lead Engineer - Big Data,0
246,nishitha-karunaratne-6368b878,Teamwork Team Leadership Team Management Crossfunctional Team Leadership Focused on Understanding the User needs Giving Solution to Solve problems Implement the Product Quality Increase the Productivity in the work place                                            ,"Master's degree, Project Management Birmingham City University","Advanced Diploma , Information Technology SLIIT","Business/Commerce, General D. S. Senanayake College",Microsoft [Vendor] Support Engineer - Microsoft SQL Server Parallel Data Warehouse  Microsoft,Managed Services Engineer Creative Software,Application Support Engineer Duo World Inc.,Onsite Support Engineer  DEN Networks Limited,Microsoft [Vendor] Support Engineer - Microsoft SQL Server Parallel Data Warehouse ,0
247,nusran-saleem-1a446814a,Java JavaScript Python Programming Language MySQL HTML Cascading Style Sheets CSS XML Microsoft Azure ObjectOriented Programming OOP Microsoft SQL Server DevOps Cloud Computing Amazon Web Services AWS Cloud Development C Android IT Management Object Oriented Design Java Swing HTML Scripting php IT Service Management ITIL Swift Design Principles Problem Management ITIL Certified XSLT M Enterprise Collaborator MEC Infor Intelligent Open Network Infor ION Selenium Testing Infor M implementation and integration H Script personalization krypton automation MultiTenant Tech Stack Bartendar Label Printing M Output Management MOM Infor Document Management Word Plugin IDM Bartendar Integration JScriptNET Personalization ITIL Process Implementation           ,"Bachelor of Engineering - BEng (Hons), Software Engineering University of Westminster", , ,Robotic Process Automation & Data Analytics Engineer myDigitalOffice,DevOps Engineer Radus28 Software Solutions,Associate Technical Consultant | Software Development Infor M3 Fortude,Junior Technical Consultant | Software Development Infor M3 Fortude,Robotic Process Automation & Data Analytics Engineer,0
248,chanuka-balagalla-139592192,Java Python Programming Language SQL Machine Learning Adobe Photoshop Data Visualization R Analytical Skills Data Warehousing Google Data Studio Azure Databricks Hotjar Figma Software siddhi editor                                      ,"BSc. (Hons) in Information Technology , Data Science SLIIT",Mathematics St.Anthony's College Kandy, ,Associate Engineer - BI/ Data Analytics Octopus BI - Sri Lanka,Data Engineer Pyxle, , ,Associate Engineer - BI/ Data Analytics,0
249,lohit-mohapatra,Java MySQL XML SQL Linux Big Data Analytics Scala C Hadoop Hive HBase Sqoop Tableau Team Management Apache Spark Shell Scripting Apache Kafka Core Java Bash Oracle Oozie Unix Apache NiFi SQL DB HP Quality Center Hortonworks Apache Kylo                         ,PG Diploma in Machine Learning and Artificial Intelligence International Institute of Information Technology Bangalore,"Bachelor in Technology College of Engineering & Technology, Bhubaneswar", ,Data & Analytics Engineer Wells Fargo,Technical Lead Standard Chartered Bank,Technical Lead Infosys,Senior Data Engineer Tata Consultancy Services,Data & Analytics Engineer,0
250,anushka-hewawitharana-95948960,Java JavaScript Python Programming Language MySQL SQL Linux Big Data Analytics Data Analysis Databases Adobe Illustrator Statistics Data Visualization Hadoop Flume Sqoop Tableau Exploratory Data Analysis Apache Spark Big Data Data Modeling Cloudera Apache Kafka Database Development Telecommunications Dashboard Process Automation Agile Project Management Solr Cloudera Impala Cassandra Apache Flink Unix GSM G GPRS Red Hat Linux VAS Data Privacy Design Thinking Information Graphics SMSC ValueAdded Services VAS SMPP SS General Packet Radio Service GPRS streamset No Sql maria db Kerberos SENTRY  ,"Big Data Analysis with Scala and Spark, Big Data Analysis with Scala and Spark EPFL (École polytechnique fédérale de Lausanne)","Bachelor of IT, Information Technology University of Colombo(UCSC)",Physical Sciences Maliyadeva College,Data Architect at LSEG Technology LSEG (London Stock Exchange Group),Big Data solutions Architect Dialog Axiata PLC,"Engineer Health Metrics (Bay Road, Cheltenham VIC Australia )",VAS Engineer(Airtel Project) Mahindra Comviva Technologies Limited,Data Architect at LSEG Technology,0
251,xiaocheng-jin,Python Programming Language SQL python Linux Data Engineering Machine Learning Data Analysis Microsoft Office Adobe Photoshop Project Management Microsoft Excel Customer Service Deep Learning Statistics Data Science R Tableau Microsoft Power BI Analytics Mathematics Extract Transform Load ETL Data Modeling Amazon Web Services AWS Marketing Docker Investments Banking Data Manipulation Apache Airflow Terraform                    ,Master of Data Science Monash University,Automotive Application Engineering Shanghai University of Engineering Science, ,Data Consultant Servian,Data Engineer Praemium,Data Scientist / Data Science Gig Incubator ANZ,Research Assistant RMIT University,Data Consultant,0
